season,episode,act_number,characters_in_act
6,7,6,"[""CLAIRE"", ""KATE"", ""LOCKE"", ""SAWYER"", ""MILES""]"
6,8,1,"[""JACOB"", ""ILANA"", ""JACK"", ""SUN"", ""LAPIDUS"", ""HURLEY"", ""RICHARD""]"
6,8,2,"[""JACK"", ""ILANA"", ""BEN"", ""SUN"", ""HURLEY"", ""Hurley"", ""LAPIDUS"", ""ISABELLA"", ""RICHARD"", ""RICARDO"", ""SERVANT"", ""DOCTOR"", ""FATHER SUAREZ""]"
6,8,3,"[""FATHER SUAREZ"", ""RICHARD"", ""JONAS"", ""PRIEST"", ""IGNACIO"", ""VOICE FROM OUTSIDE THE SHIP"", ""OTHER VOICE"", ""PIERCE"", ""OTHER PRISONER""]"
6,8,4,"[""RICHARD"", ""ISABELLA"", ""ISABELA"", ""MAN IN BLACK""]"
6,8,5,"[""MAN IN BLACK"", ""RICHARD"", ""JACOB""]"
6,8,6,"[""RICHARD"", ""JACOB"", ""MAN IN BLACK"", ""HURLEY"", ""ISABELLA""]"
6,9,1,"[""SAWYER"", ""KATE"", ""LOCKE"", ""JIN"", ""SECURITY OFFICER"", ""SUN"", ""CLERK"", ""SAYID"", ""SEAMUS"", ""ZOE""]"
6,9,2,"[""MILES"", ""BEN"", ""ILANA"", ""LAPIDUS"", ""JACK"", ""SUN"", ""JIN"", ""LOCKE""]"
6,9,3,"[""SUN"", ""JIN"", ""KEAMY"", ""BEN"", ""LOCKE"", ""SAYID"", ""ZOE"", ""CLAIRE"", ""SAWYER""]"
6,9,4,"[""KEAMY"", ""SUN"", ""OMAR"", ""JIN"", ""MIKHAIL"", ""BEN"", ""ILANA"", ""JACK"", ""MILES"", ""LAPIDUS"", ""RICHARD"", ""MEN"", ""SEAMUS"", ""LOCKE"", ""WIDMORE""]"
6,9,5,"[""JACK"", ""RICHARD"", ""BEN"", ""LAPIDUS"", ""MILES"", ""HURLEY"", ""ILANA"", ""SUN"", ""MIKHAIL"", ""BANK CLERK"", ""OMAR"", ""KEAMY"", ""JIN"", ""WIDMORE"", ""ZOE""]"
6,9,6,"[""JIN"", ""SAYID"", ""MIKHAIL"", ""KEAMY"", ""SUN"", ""JACK"", ""SAWYER"", ""KATE"", ""LOCKE"", ""SEAMUS"", ""ZOE""]"
6,10,1,"[""ZOE"", ""DESMOND"", ""WIDMORE"", ""JIN"", ""SEAMUS"", ""UNKNOWN VOICE"", ""SIMMONS"", ""UNKNOWN TECHNICIAN""]"
6,10,2,"[""MAN"", ""WIDMORE"", ""DESMOND"", ""WIDMORE'S MAN"", ""JIN"", ""SEAMUS"", ""HURLEY"", ""CLAIRE"", ""GEORGE"", ""RECEPTIONIST""]"
6,10,3,"[""WIDMORE"", ""DESMOND"", ""LAWYER"", ""DRIVER"", ""CHARLIE""]"
6,10,4,"[""DOCTOR"", ""DESMOND"", ""TECHNICIAN"", ""NURSE"", ""JACK"", ""CHARLIE"", ""WOMAN""]"
6,10,5,"[""WIDMORE"", ""DESMOND"", ""GEORGE"", ""ELOISE"", ""WAITER"", ""MAN"", ""DANIEL""]"
6,10,6,"[""DESMOND"", ""DANIEL"", ""PENNY"", ""MAN"", ""SEAMUS"", ""WIDMORE"", ""ZOE"", ""SAYID"", ""GEORGE""]"
6,12,1,"[""LOCKE"", ""JACK"", ""HURLEY"", ""EMT #1"", ""MAN ON RADIO"", ""BEN"", ""EMT #2"", ""JIN"", ""SUN"", ""CLAIRE""]"
6,12,2,"[""HURLEY"", ""SAWYER"", ""CLAIRE"", ""LOCKE"", ""KATE"", ""MILES"", ""JACK"", ""MAN"", ""ZOE""]"
6,12,3,"[""CLAIRE"", ""MAN"", ""DESMOND"", ""RECEPTIONIST"", ""ILANA"", ""LOCKE"", ""HURLEY"", ""SAWYER"", ""KATE"", ""JACK"", ""SAYID""]"
6,12,4,"[""DESMOND"", ""SAYID"", ""NADIA"", ""MILES"", ""SAWYER"", ""KATE"", ""JACK"", ""CLAIRE"", ""LOCKE"", ""CINDY"", ""HURLEY"", ""LAPIDUS""]"
6,12,5,"[""JACK"", ""DAVID"", ""ILANA"", ""CLAIRE"", ""LAPIDUS"", ""SAWYER"", ""KATE""]"
6,12,6,"[""SUN"", ""JIN"", ""DAVID"", ""JACK"", ""FEMALE SURGEON"", ""LOCKE"", ""SAWYER"", ""MAN"", ""ZOE"", ""LAPIDUS""]"
6,13,1,"[""JACK"", ""JOHN"", ""HELEN"", ""SAYID"", ""SEAMUS"", ""SAWYER"", ""WIDMORE"", ""KATE"", ""PAUL""]"
6,13,2,"[""JACK"", ""BERNARD"", ""SAYID"", ""LOCKE"", ""SAWYER"", ""KATE"", ""JIN"", ""SUN"", ""LAPIDUS"", ""MAN"", ""PAUL"", ""SEAMUS"", ""HURLEY""]"
6,13,3,"[""JACK"", ""LAPIDUS"", ""KATE"", ""SAWYER"", ""SAYID"", ""NURSE"", ""HELEN"", ""WHEELER"", ""LOCKE"", ""HURLEY"", ""JIN"", ""CLAIRE""]"
6,13,4,"[""JOHN"", ""WOMAN"", ""JACK"", ""CLAIRE"", ""Jack"", ""SAWYER"", ""MAN"", ""LAPIDUS"", ""KATE"", ""LOCKE"", ""SAYID"", ""HURLEY"", ""JIN""]"
6,13,5,"[""JACK"", ""SAWYER"", ""JIN"", ""LAPIDUS"", ""HURLEY"", ""SAYID"", ""SUN"", ""Jack"", ""ALL""]"
6,13,6,"[""ORDERLY"", ""JOHN"", ""JACK"", ""KATE"", ""HURLEY"", ""LOCKE"", ""CLAIRE""]"
6,14,1,"[""MOTHER"", ""CLAUDIA""]"
6,14,2,"[""JACOB"", ""BOY IN BLACK"", ""MOTHER""]"
6,14,3,"[""BOY IN BLACK"", ""JACOB"", ""CLAUDIA"", ""MOTHER""]"
6,14,4,"[""JACOB"", ""MOTHER"", ""MAN IN BLACK""]"
6,14,5,"[""MOTHER"", ""JACOB""]"
6,14,6,"[""JACOB"", ""MOTHER"", ""MAN IN BLACK"", ""KATE"", ""JACK"", ""LOCKE""]"
6,15,1,"[""DAVID"", ""JACK"", ""CLAIRE"", ""MAN"", ""KATE""]"
6,15,2,"[""JACK"", ""HURLEY"", ""TEENAGE GIRL"", ""LOCKE"", ""BEN"", ""DESMOND"", ""MILES"", ""RICHARD"", ""ZOE"", ""WIDMORE""]"
6,15,3,"[""BEN"", ""WIDMORE"", ""ZOE"", ""RICHARD"", ""NURSE"", ""JOHN"", ""OFFICER"", ""DESMOND"", ""SAWYER"", ""MILES"", ""KATE"", ""JACK"", ""HURLEY"", ""YOUNG JACOB"", ""JACOB""]"
6,15,4,"[""ZOE"", ""WIDMORE"", ""BEN"", ""MILES"", ""RICHARD"", ""LOCKE"", ""ALEX"", ""ROUSSEAU"", ""JACOB"", ""HURLEY"", ""JACK"", ""KATE""]"
6,15,5,"[""WOMAN P.A. VOICE"", ""JOHN"", ""JACK"", ""JACOB"", ""HURLEY"", ""SAWYER"", ""KATE""]"
6,15,6,"[""SAWYER"", ""KATE"", ""HURLEY"", ""JACOB"", ""JACK"", ""AUSTEN"", ""MAN"", ""DESMOND"", ""SAYID"", ""ANA LUCIA"", ""BEN"", ""LOCKE""]"
6,16,1,"[""DESMOND"", ""DELIVERY TRUCK DRIVER"", ""DRIVER"", ""KATE"", ""SAWYER"", ""JACK"", ""HURLEY""]"
6,16,2,"[""SAYID"", ""HURLEY"", ""MAN"", ""CHARLIE"", ""KATE"", ""JACK"", ""BEN"", ""LOCKE"", ""SAWYER"", ""ROSE"", ""BERNARD"", ""DESMOND""]"
6,16,3,"[""LOCKE"", ""DESMOND"", ""BEN"", ""MILES"", ""RICHARD"", ""SAWYER"", ""JIN"", ""SUN"", ""WOMAN"", ""JULIET""]"
6,16,4,"[""HURLEY"", ""SAWYER"", ""JACK"", ""LOCKE"", ""RICHARD"", ""MILES"", ""FRANK"", ""KATE""]"
6,16,5,"[""JULIET"", ""JACK"", ""DAVID"", ""SAWYER"", ""RECEPTIONIST"", ""LOCKE"", ""HURLEY"", ""DESMOND""]"
6,16,6,"[""SAYID"", ""HURLEY"", ""SHANNON"", ""BOONE"", ""MILES"", ""SAWYER"", ""BEN"", ""FRANK"", ""KATE"", ""CLAIRE"", ""RICHARD"", ""LOCKE"", ""JACK"", ""DESMOND""]"
6,16,7,"[""JULIET"", ""DAVID"", ""CLAIRE"", ""CHARLOTTE"", ""CHARLIE"", ""DANIEL"", ""DESMOND"", ""KATE"", ""MAN ON MICROPHONE"", ""LOCKE"", ""JACK""]"
6,16,8,"[""CLAIRE"", ""KATE"", ""ELOISE"", ""DESMOND"", ""CHARLIE"", ""BEN"", ""JACK"", ""SAWYER"", ""HURLEY"", ""MILES"", ""LAPIDUS"", ""RICHARD""]"
6,16,9,"[""LOCKE"", ""KATE"", ""NURSE"", ""JACK""]"
6,16,10,"[""KATE"", ""JACK"", ""SAWYER"", ""SUN"", ""JIN"", ""FRANK"", ""MILES"", ""BEN"", ""HURLEY""]"
6,16,11,"[""RICHARD"", ""MILES"", ""SAWYER"", ""LAPIDUS"", ""KATE"", ""JACK"", ""JULIET""]"
6,16,12,"[""KATE"", ""JACK"", ""HURLEY"", ""BEN"", ""FRANK"", ""RICHARD"", ""DESMOND"", ""SAWYER"", ""CLAIRE"", ""MILES""]"
6,16,13,"[""LOCKE"", ""BEN"", ""HURLEY"", ""KATE"", ""JACK"", ""VOICE"", ""CHRISTIAN""]"
